Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Product Base Margin,Ship Date,Shipping Cost (log),Unit Price (log)
2009-11-16,Critical,22.0,168.31,0.1,Regular Air,46.49,Giulietta Dortch,Yukon,Yukon,Corporate,Office Supplies,Paper,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",Wrap Bag,0.38,2009-11-16,0.9895411936137477,2.2159372862683733
2009-12-10,Not Specified,42.0,258.19,0.1,Regular Air,-103.27,Carlos Soltero,Manitoba,Prarie,Small Business,Office Supplies,Paper,Xerox 1976,Small Box,0.37,2009-12-10,1.9315214116032138,2.012232791986386
2011-01-04,Medium,8.0,88.0,0.06,Regular Air,-6.38,Ralph Arnett,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Pens & Art Supplies,Staples Battery-Operated Desktop Pencil Sharpener,Small Pack,0.6,2011-01-06,1.358409157630355,2.4406063908914204
2012-07-16,Low,26.0,135.88,0.05,Regular Air,-66.02,Neil French,Saskachewan,Prarie,Consumer,Office Supplies,Paper,Xerox 1952,Small Box,0.38,2012-07-25,1.8702625307159986,1.7884205679625405
2010-04-20,Critical,22.0,729.57,0.08,Regular Air,250.43,Erica Hackney,Ontario,Ontario,Small Business,Office Supplies,Paper,Xerox 1932,Small Box,0.38,2010-04-20,1.8066480817218056,3.5956670723917576
2012-01-22,Not Specified,45.0,377.31,0.02,Regular Air,87.96,Alex Avila,British Columbia,West,Home Office,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Wrap Bag,0.4,2012-01-23,1.3532545070416904,2.1983350716202463
2012-05-08,High,16.0,372.09,0.04,Express Air,98.28,Alyssa Crouse,Alberta,West,Corporate,Technology,Computer Peripherals,"Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel",Small Pack,0.43,2012-05-08,1.095273387402595,3.1458749319837103
2012-06-08,Not Specified,39.0,61.94,0.1,Regular Air,-17.78,Kean Thornton,British Columbia,West,Corporate,Office Supplies,Pens & Art Supplies,Sanford Pocket Accent® Highlighters,Wrap Bag,0.42,2012-06-09,0.8285518175661483,0.9555114450274365
2009-03-23,Not Specified,7.0,88.59,0.05,Regular Air,-26.29,William Brown,Saskachewan,Prarie,Corporate,Office Supplies,Pens & Art Supplies,Staples SlimLine Pencil Sharpener,Small Pack,0.6,2009-03-25,1.918392120161421,2.5626389983283526
2009-08-24,Not Specified,27.0,217.93,0.03,Regular Air,-29.02,Monica Federle,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Wrap Bag,0.36,2009-08-26,1.9213246735826988,2.1564025828159643
2009-10-20,Medium,44.0,161.8,0.06,Regular Air,21.335,Alan Haines,Quebec,Quebec,Consumer,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,Small Box,0.38,2009-10-21,0.9122827104766162,1.5686159179138452
2010-12-19,High,23.0,147.05,0.08,Regular Air,-54.91,Frank Merwin,Alberta,West,Corporate,Office Supplies,Paper,Xerox 1998,Small Box,0.37,2010-12-20,1.9198594718553708,2.012232791986386
2009-09-20,Medium,46.0,605.97,0.07,Regular Air,-22.72,Jim Kriz,Ontario,Ontario,Consumer,Furniture,Office Furnishings,DAX Wood Document Frame.,Wrap Bag,0.54,2009-09-21,2.060513531794317,2.689886230474539
2011-02-01,High,2.0,125.273,0.02,Regular Air,-301.90599999999995,Natalie Webber,Manitoba,Prarie,Consumer,Technology,Telephones and Communication,5180,Small Box,0.56,2011-02-03,2.301584592660462,4.204543354520176
2011-10-12,Not Specified,33.0,278.65,0.05,Express Air,-36.34,Liz Pelletier,Saskachewan,Prarie,Home Office,Technology,Computer Peripherals,"Imation 3.5 IBM Formatted Diskettes, 10/Box",Small Pack,0.74,2011-10-13,1.2178757094949273,2.2321626286975
2011-05-19,Medium,4.0,40.02,0.02,Regular Air,-1.28,Stefania Perrino,Nova Scotia,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Peel-Off® China Markers,Wrap Bag,0.43,2011-05-21,0.7371640659767197,2.391511302188447
2010-02-04,Medium,48.0,257.39,0.08,Regular Air,-121.91,Nicole Brennan,Alberta,West,Home Office,Office Supplies,Paper,Xerox 1981,Small Box,0.4,2010-02-04,1.8825138324965192,1.8373699804801074
2009-01-15,Low,41.0,217.0,0.01,Regular Air,-61.21,Skye Norling,Nunavut,Nunavut,Home Office,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Small Box,0.36,2009-01-20,1.749199854809259,1.7884205679625405
2009-06-30,High,18.0,174.62,0.1,Regular Air,-119.77,Christy Brittain,British Columbia,West,Consumer,Office Supplies,Storage & Organization,Filing/Storage Totes and Swivel Casters,Small Box,0.6,2009-07-03,2.34660197841082,2.3711778844596574
2009-08-01,Not Specified,24.0,73.37,0.04,Regular Air,16.1,Liz Price,British Columbia,West,Corporate,Office Supplies,Labels,Avery 481,Small Box,0.37,2009-08-02,0.688134638736401,1.4060969884160703
2012-05-27,Not Specified,36.0,139.95,0.04,Express Air,-128.593,Denise Monton,Saskachewan,Prarie,Home Office,Office Supplies,Binders and Binder Accessories,Avery Poly Binder Pockets,Small Box,0.37,2012-05-29,1.8671761085128091,1.5216989981260935
2011-05-22,High,46.0,410.43,0.1,Regular Air,-54.5838,Logan Haushalter,Prince Edward Island,Atlantic,Corporate,Technology,Office Machines,"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Medium Box,0.39,2011-05-24,1.9110228900548727,2.3504224224082058
2010-07-23,Critical,33.0,440.23,0.09,Regular Air,-37.9407,Christy Brittain,Quebec,Quebec,Consumer,Technology,Office Machines,Sharp EL500L Fraction Calculator,Medium Box,0.39,2010-07-24,2.1412419425852827,2.7073833121145063
2011-10-22,Low,42.0,435.24,0.08,Express Air,174.89,Chad Cunningham,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",Wrap Bag,0.38,2011-10-24,1.0260415958332743,2.425687290128029
2009-06-15,Not Specified,41.0,1085.61,0.04,Regular Air,-33.32,Chuck Sachs,Quebec,Quebec,Consumer,Technology,Computer Peripherals,Belkin MediaBoard 104- Keyboard,Small Box,0.75,2009-06-17,1.6094379124341003,3.349202086543775
2010-07-03,Critical,2.0,3.23,0.06,Regular Air,-2.73,Benjamin Patterson,Yukon,Yukon,Corporate,Office Supplies,Rubber Bands,Bagged Rubber Bands,Wrap Bag,0.81,2010-07-04,0.5306282510621704,0.8153648132841945
2012-02-18,Low,2.0,93.3385,0.1,Regular Air,-300.388,Charles Crestani,British Columbia,West,Consumer,Technology,Telephones and Communication,Accessory36,Small Pack,0.83,2012-02-18,1.791759469228055,4.0428758138469085
2009-05-27,Critical,50.0,742.21,0.03,Regular Air,122.21,Dan Reichenbach,Prince Edward Island,Atlantic,Corporate,Furniture,Office Furnishings,Coloredge Poster Frame,Wrap Bag,0.46,2009-05-28,1.840549633397487,2.7212954278522306
2010-05-13,Not Specified,14.0,1000.3565,0.06,Regular Air,229.779,Lena Creighton,Ontario,Ontario,Home Office,Technology,Telephones and Communication,Accessory20,Small Pack,0.37,2010-05-15,1.4586150226995167,4.46579316951945
2011-05-07,Not Specified,7.0,33.99,0.09,Regular Air,-25.86,Janet Molinari,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Small Pack,0.72,2011-05-08,1.220829921392359,1.752672080520008
2009-03-31,Not Specified,1.0,54.077,0.07,Express Air,-232.991,Dorothy Wardle,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,Accessory36,Small Pack,0.83,2009-04-02,1.791759469228055,4.0428758138469085
2010-05-04,Critical,41.0,120.03,0.0,Regular Air,10.4975,Maxwell Schwartz,Saskachewan,Prarie,Corporate,Office Supplies,Binders and Binder Accessories,Wilson Jones Suede Grain Vinyl Binders,Small Box,0.36,2010-05-06,0.9122827104766162,1.3297240096314962
2011-01-01,High,15.0,72.67,0.04,Regular Air,-62.37,Gary Hwang,Manitoba,Prarie,Home Office,Office Supplies,Paper,Xerox 1927,Small Box,0.4,2011-01-02,2.0438143640366846,1.66392609771817
2011-04-23,High,24.0,223.2,0.1,Regular Air,78.74,Neil French,Saskachewan,Prarie,Corporate,Office Supplies,Envelopes,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",Small Box,0.39,2011-04-24,0.8712933659434192,2.377692565480851
2011-06-20,High,15.0,896.1804999999999,0.0,Express Air,82.044,Jack Lebron,Prince Edward Island,Atlantic,Corporate,Technology,Telephones and Communication,8860,Small Box,0.56,2011-06-22,1.8341801851120072,4.204543354520176
2012-03-23,Critical,34.0,134.06,0.09,Regular Air,5.98,Carlos Meador,Yukon,Yukon,Corporate,Office Supplies,Pens & Art Supplies,Newell 31,Wrap Bag,0.57,2012-03-25,0.7747271675523681,1.635105659182678
2011-09-20,Medium,2.0,206.68,0.0,Regular Air,-156.47,Mark Cousins,British Columbia,West,Home Office,Office Supplies,Storage & Organization,Carina Double Wide Media Storage Towers in Natural & Black,Large Box,0.81,2011-09-21,3.58351893845611,4.406475315076191
2011-04-11,Critical,8.0,180.43,0.02,Regular Air,-44.86,Alan Shonely,Ontario,Ontario,Small Business,Furniture,Office Furnishings,Telescoping Adjustable Floor Lamp,Large Box,0.6,2011-04-12,2.498973906999436,3.0440461338325413
2009-06-11,Critical,3.0,21.46,0.05,Regular Air,-14.22,Eva Jacobs,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1928,Small Box,0.4,2009-06-12,1.9823798288367047,1.8373699804801074
2009-01-07,Medium,3.0,10.58,0.05,Regular Air,-11.5805,Jasper Cacioppo,Quebec,Quebec,Home Office,Office Supplies,Binders and Binder Accessories,Avery Reinforcements for Hole-Punch Pages,Small Box,0.4,2009-01-08,1.752672080520008,1.091923300517313
2009-01-03,High,29.0,122.23,0.03,Regular Air,24.55,Alex Russell,Alberta,West,Home Office,Office Supplies,Pens & Art Supplies,"Dixon Prang® Watercolor Pencils, 10-Color Set with Brush",Wrap Bag,0.44,2009-01-04,0.7884573603642702,1.6601310267496183
2010-03-09,Medium,28.0,164.22,0.1,Regular Air,-124.72,Alex Grayson,Nova Scotia,Atlantic,Consumer,Office Supplies,Paper,Xerox 1920,Small Box,0.4,2010-03-10,2.1400661634962708,1.943048916774281
2010-01-02,Low,9.0,740.2,0.05,Express Air,239.94,Elpida Rittenbach,Nova Scotia,Atlantic,Consumer,Office Supplies,Envelopes,Ames Color-File® Green Diamond Border X-ray Mailers,Small Box,0.38,2010-01-04,1.7934247485471162,4.442415934686665
2009-03-30,Low,41.0,231.26,0.07,Regular Air,32.83,Tim Brockman,Alberta,West,Consumer,Office Supplies,Pens & Art Supplies,Newell 315,Wrap Bag,0.6,2009-04-03,0.6729444732424258,1.943048916774281
2010-04-11,High,29.0,465.52,0.02,Express Air,65.35,Ricardo Block,Alberta,West,Corporate,Furniture,Office Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",Small Pack,0.39,2010-04-12,2.301584592660462,2.7713379403381286
2012-06-19,Medium,48.0,145.66,0.02,Regular Air,28.89,Nicole Brennan,British Columbia,West,Home Office,Office Supplies,Pens & Art Supplies,Newell 335,Wrap Bag,0.56,2012-06-21,0.5306282510621704,1.355835153635182
2010-01-01,Medium,43.0,294.13,0.01,Regular Air,-123.07,Benjamin Venier,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 1898,Small Box,0.37,2010-01-03,2.0693912058263346,2.038619547159581
2011-10-02,High,1.0,70.91,0.03,Regular Air,-45.43,Michael Dominguez,Ontario,Ontario,Home Office,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Small Box,0.59,2011-10-04,1.5040773967762742,4.276249365519713
2010-11-06,Low,27.0,159.05,0.04,Regular Air,21.46,Christina Vanderzanden,Ontario,Ontario,Small Business,Office Supplies,Envelopes,Wausau Papers Astrobrights® Colored Envelopes,Small Box,0.36,2010-11-10,1.252762968495368,1.943048916774281
2009-01-12,Low,28.0,260.79,0.0,Regular Air,111.4,Greg Matthias,British Columbia,West,Home Office,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.38,2009-01-16,0.8712933659434192,2.2762411176544437
2010-08-02,Not Specified,12.0,562.15,0.01,Regular Air,148.34,Victoria Pisteka,British Columbia,West,Corporate,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,Medium Box,0.46,2010-08-04,1.8082887711792655,3.868906714354518
2009-12-27,Not Specified,7.0,388.7135,0.01,Regular Air,-190.421,David Bremer,British Columbia,West,Corporate,Technology,Telephones and Communication,StarTAC 7760,Small Box,0.59,2009-12-28,1.6074359097634274,4.204543354520176
2010-02-09,Medium,4.0,47.03,0.08,Regular Air,-12.03,Joni Sundaresam,Ontario,Ontario,Home Office,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Small Box,0.37,2010-02-10,1.7967470107390942,2.5006159434931803
2011-05-18,High,44.0,523.42,0.06,Regular Air,39.423,Janet Lee,Saskachewan,Prarie,Consumer,Office Supplies,Binders and Binder Accessories,Fellowes Binding Cases,Small Box,0.4,2011-05-20,1.891604804197771,2.5416019934645457
2012-06-14,Critical,22.0,263.63,0.03,Regular Air,48.86,MaryBeth Skach,Saskachewan,Prarie,Home Office,Office Supplies,Pens & Art Supplies,Newell 309,Wrap Bag,0.55,2012-06-15,1.2119409739751128,2.529720665577793
2012-08-10,Low,13.0,64.46,0.01,Regular Air,25.16,John Castell,British Columbia,West,Consumer,Office Supplies,Labels,Avery 478,Small Box,0.36,2012-08-10,0.4054651081081644,1.776645831418007
2011-09-15,Not Specified,28.0,381.79,0.08,Regular Air,73.73,Pauline Webber,Alberta,West,Consumer,Furniture,Office Furnishings,Nu-Dell Leatherette Frames,Small Pack,0.49,2011-09-16,1.791759469228055,2.73046379593911
2011-01-29,High,11.0,76.36,0.07,Regular Air,-58.4,Robert Marley,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1984,Small Box,0.36,2011-01-31,2.2762411176544437,2.012232791986386
2009-09-04,Medium,5.0,25.27,0.01,Regular Air,-19.93,Christine Abelman,Alberta,West,Corporate,Office Supplies,Appliances,"Hoover Replacement Belts For Soft Guard™ & Commercial Ltweight Upright Vacs, 2/Pk",Small Box,0.59,2009-09-05,1.81319474994812,1.599387576580599
2010-01-26,Critical,19.0,137.02,0.01,Regular Air,-46.89,Delfina Latchford,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 21,Small Box,0.37,2010-01-27,2.028148247292285,2.012232791986386
2012-03-01,Not Specified,1.0,11.7,0.0,Regular Air,-8.06,Anne McFarland,British Columbia,West,Consumer,Furniture,Office Furnishings,Eldon Wave Desk Accessories,Small Box,0.41,2012-03-03,1.8825138324965192,1.9300710850255671
2011-02-03,Not Specified,4.0,130.14,0.04,Regular Air,-116.18,Tony Chapman,Ontario,Ontario,Consumer,Technology,Computer Peripherals,"Fellowes Internet Keyboard, Platinum",Small Box,0.74,2011-02-05,2.2669579153508947,3.4474446328274753
2010-06-27,Not Specified,31.0,251.75,0.07,Regular Air,22.46,Annie Cyprus,Northwest Territories,Northwest Territories,Home Office,Technology,Computer Peripherals,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",Small Pack,0.52,2010-06-28,1.095273387402595,2.2332350148592526
2010-03-21,Critical,12.0,709.54,0.07,Regular Air,131.44,Michelle Moray,Saskachewan,Prarie,Corporate,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Small Box,0.57,2010-03-22,1.6074359097634274,4.110545941560109
2011-08-08,Critical,35.0,106.06,0.08,Regular Air,-59.74,Sue Ann Reed,Manitoba,Prarie,Consumer,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,0.84,2011-08-09,1.0715836162801904,1.420695787837223
2009-02-19,High,37.0,158.62,0.05,Regular Air,-104.57,Debra Catini,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 1971,Small Box,0.4,2009-02-19,1.8196988379172965,1.66392609771817
2011-11-06,Critical,20.0,152.44,0.08,Regular Air,-16.64,Alan Dominguez,Alberta,West,Corporate,Furniture,Office Furnishings,Deflect-O® Glasstique™ Clear Desk Accessories,Wrap Bag,0.52,2011-11-07,1.5432981099295553,2.1633230256605382
2011-12-20,Medium,42.0,278.01,0.03,Regular Air,-202.31,Scott Williamson,British Columbia,West,Small Business,Office Supplies,Paper,Xerox 227,Small Box,0.37,2011-12-21,2.2752138961979136,2.012232791986386
2010-11-29,Medium,11.0,455.59,0.02,Regular Air,98.02,Cindy Stewart,Yukon,Yukon,Consumer,Furniture,Office Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Wrap Bag,0.67,2010-12-01,2.7073833121145063,3.6617651616223643
2011-10-10,Low,43.0,83.34,0.01,Regular Air,-93.18,Shirley Jackson,Quebec,Quebec,Corporate,Office Supplies,Rubber Bands,"Super Bands, 12/Pack",Wrap Bag,0.82,2011-10-14,1.275362800412609,1.0508216248317612
2010-02-20,Low,16.0,48.57,0.04,Regular Air,4.21,Lynn Smith,New Brunswick,Atlantic,Corporate,Office Supplies,Pens & Art Supplies,Newell 338,Wrap Bag,0.58,2010-02-24,0.5306282510621704,1.3711807233098425
2009-06-12,High,22.0,383.33,0.03,Regular Air,27.62,Denise Monton,Saskachewan,Prarie,Home Office,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal® Closure, 10 x 13",Small Box,0.38,2009-06-14,2.211565694606877,2.8942531046041373
2012-05-07,Medium,10.0,707.3,0.06,Delivery Truck,-127.94,Tom Stivers,Quebec,Quebec,Small Business,Furniture,Bookcases,"Hon Metal Bookcases, Black",Jumbo Box,0.6,2012-05-09,3.3228754148866857,4.276388302650885
2011-01-27,Not Specified,42.0,283.58,0.03,Regular Air,-14.23,Dorothy Badders,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Small Pack,0.37,2011-01-29,1.7833912195575383,2.033397603178429
2009-11-17,Not Specified,15.0,526.82,0.06,Express Air,32.34,Sung Shariari,Saskachewan,Prarie,Corporate,Office Supplies,Pens & Art Supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Small Pack,0.56,2009-11-19,2.301584592660462,3.571783682237689
2012-05-09,Low,2.0,12.59,0.02,Regular Air,-5.92,Roy Phan,Alberta,West,Corporate,Office Supplies,Labels,Avery 51,Small Box,0.39,2012-05-13,0.4054651081081644,1.9878743481543455
2010-04-09,High,8.0,38.56,0.03,Regular Air,4.08,George Ashbrook,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,Presstex Flexible Ring Binders,Small Box,0.35,2010-04-10,0.9122827104766162,1.713797927758343
2012-04-29,Medium,1.0,11.64,0.05,Regular Air,-10.73,Tom Boeckenhauer,Alberta,West,Corporate,Furniture,Office Furnishings,"Master Giant Foot® Doorstop, Safety Yellow",Wrap Bag,0.42,2012-05-01,1.6094379124341003,2.150598735996164
2010-02-10,Medium,10.0,633.13,0.05,Delivery Truck,-203.9,Ted Trevino,Ontario,Ontario,Corporate,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Jumbo Box,0.61,2010-02-13,3.627269972482245,4.079907514424331
2010-12-07,Critical,16.0,108.42,0.02,Regular Air,-50.82,Clay Rozendal,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Xerox 1930,Small Box,0.36,2010-12-09,2.0554049638515943,2.012232791986386
2010-07-05,Not Specified,2.0,19.36,0.1,Regular Air,-11.85,Vivian Mathis,Quebec,Quebec,Home Office,Office Supplies,Paper,Strathmore Photo Mount Cards,Small Box,0.39,2010-07-06,1.9712993830601329,2.0515563381903004
2010-05-16,Not Specified,38.0,225.21,0.06,Regular Air,-66.16,Anna Haberlin,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1992,Small Box,0.36,2010-05-17,1.8245492920510458,1.943048916774281
2011-07-07,High,23.0,1028.16,0.07,Regular Air,405.162,Irene Maddox,Manitoba,Prarie,Consumer,Technology,Telephones and Communication,Accessory32,Small Pack,0.35,2011-07-09,0.8109302162163288,4.0428758138469085
2009-09-29,High,11.0,642.9145,0.01,Regular Air,-118.8,Amy Hunt,Saskachewan,Prarie,Consumer,Technology,Telephones and Communication,StarTAC Analog,Small Box,0.6,2009-10-01,2.301584592660462,4.204543354520176
2010-03-13,Medium,23.0,139.19,0.04,Regular Air,-86.73,Carlos Meador,Quebec,Quebec,Corporate,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Small Box,0.36,2010-03-15,2.0980179272527715,1.943048916774281
2012-11-08,Not Specified,31.0,934.87,0.09,Regular Air,98.6935,Muhammed Yedwab,Newfoundland,Atlantic,Consumer,Office Supplies,Binders and Binder Accessories,GBC Wire Binding Strips,Small Box,0.37,2012-11-09,2.611539300721366,3.488597571942989
2012-07-03,Medium,34.0,43.54,0.0,Regular Air,-17.48,Sung Shariari,Saskachewan,Prarie,Corporate,Office Supplies,Rubber Bands,Bagged Rubber Bands,Wrap Bag,0.81,2012-07-05,0.5306282510621704,0.8153648132841945
2010-05-23,High,16.0,34.93,0.04,Regular Air,-0.0500000000000007,Theresa Swint,Manitoba,Prarie,Consumer,Office Supplies,Rubber Bands,Stockwell Push Pins,Wrap Bag,0.52,2010-05-23,0.5766133643039938,1.1568811967920856
